agent_id,critical_path_candidate,decode_end_time,decode_start_time,decode_tokens,finish_time,input_tokens,model_name,motif_type,node_id,node_type,output_tokens,prefill_end_time,prefill_start_time,prefill_tokens,prompt_hash,prompt_segments,queue_end_time,queue_start_time,reasoning_tokens,relative_end_sec,relative_start_sec,request_e2e_sec,request_id,role,sampling_params,segment_hashes,status,submit_time,tpot,ttft,workflow_name,workflow_run_id
agent_2_round_2,False,1780471400.8068714,1780471393.036793,370,1780471400.8068714,2638,local-mas-model,debate,agent_2_round_2,peer_agent,370,unavailable,unavailable,2638,993a64546fecb3980a3f9b914ef857b255bf53525990dd8b891b3418cd8d0136,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2631, ""shared_context_tokens"": 2631, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2257, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.489532,21.719454,7.770078,241ded7e-cd26-4c28-bb5f-242d6b84ee70,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0300653,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_2,False,1780471400.8385394,1780471393.0375204,369,1780471400.8385394,2638,local-mas-model,debate,agent_1_round_2,peer_agent,369,unavailable,unavailable,2638,e0c59696beb2718cbf83a8a43de9b580f0d6cd847a671ac4d9c090a044609412,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2631, ""shared_context_tokens"": 2631, ""private_memory_tokens"": 368, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2257, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.522028,21.721009,7.801019,774f89f5-e575-4898-ae4f-1eb0e95d5b25,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0302227,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_2,False,1780471400.8692193,1780471393.0380669,368,1780471400.8692193,2639,local-mas-model,debate,agent_5_round_2,peer_agent,368,unavailable,unavailable,2639,37859b5e304bf69a6b3a5b153abaeb36fb440fccdcf96f936c770cce98f35b0c,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2632, ""shared_context_tokens"": 2632, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2257, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.551649,21.720497,7.831152,04327ddd-5c5a-4016-928b-a1dce0be5a82,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0308216,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_2,False,1780471400.884241,1780471393.0412774,369,1780471400.884241,2639,local-mas-model,debate,agent_6_round_2,peer_agent,369,unavailable,unavailable,2639,1a439ca58821da2e07e1ff3f3bc9768cc30b7167e643d3f9bfc7e8d3a14795b8,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2632, ""shared_context_tokens"": 2632, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2257, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.564405,21.721441,7.842964,a25ae34f-180a-4cb2-a6a2-3a9aec953284,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0325382,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_2,False,1780471400.913951,1780471393.0406935,370,1780471400.913951,2639,local-mas-model,debate,agent_3_round_2,peer_agent,370,unavailable,unavailable,2639,4f25e8eb4a080fd799564d0db42518e5cadbf35a3fbcfb205e3b8f38dc7c8fca,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2632, ""shared_context_tokens"": 2632, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2258, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.596559,21.723302,7.873257,34720b53-8d8e-4e26-82e0-80eab9d74b05,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0318515,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_2,False,1780471400.9423065,1780471393.0417275,368,1780471400.9423065,2639,local-mas-model,debate,agent_4_round_2,peer_agent,368,unavailable,unavailable,2639,748edb096e74ea0d8a4225f2806f42a19ec19a1ed906ba2f2b27bc1d386e6ef9,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2632, ""shared_context_tokens"": 2632, ""private_memory_tokens"": 368, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2258, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,29.619709,21.71913,7.900579,86fecec2-fbed-4a58-873a-ecf97f366be0,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_1"": ""cdef47daf10e4787"", ""agent_2_round_1"": ""4d1ba0e6a6e1a892"", ""agent_3_round_1"": ""afc0eaf56868abda"", ""agent_4_round_1"": ""ecfa189cabc6bbae"", ""agent_5_round_1"": ""2e95c185225c56a0"", ""agent_6_round_1"": ""6b87cdebdb7b61af""}",success,1780471393.0320413,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_1_round_3,False,1780471408.88294,1780471400.9655628,370,1780471408.88294,2642,local-mas-model,debate,agent_1_round_3,peer_agent,370,unavailable,unavailable,2642,61dff70f2592f19103c2a4db6da7b1bce940fd8b936dda10076e00de670d8e58,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2635, ""shared_context_tokens"": 2635, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2260, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.567272,29.649895,7.917377,829efaa2-c817-47e4-9eec-a3c1d28a2509,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.96055,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_4_round_3,False,1780471408.91434,1780471400.967592,365,1780471408.91434,2641,local-mas-model,debate,agent_4_round_3,peer_agent,365,unavailable,unavailable,2641,94ff176b3e18256a6fe5eed34dc9c40398118ac4e20dd1cbfbfd00bdb94fa5c2,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2634, ""shared_context_tokens"": 2634, ""private_memory_tokens"": 368, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2260, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.598072,29.651324000000002,7.946748,fb0559cc-42a1-4197-b8ff-5660e041442c,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.9613585,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_2_round_3,False,1780471408.944968,1780471400.966186,370,1780471408.944968,2643,local-mas-model,debate,agent_2_round_3,peer_agent,370,unavailable,unavailable,2643,6631ceeb6b192223d8dcb6b7d79fbe68251e64570c90083966872c3637ae7298,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2636, ""shared_context_tokens"": 2636, ""private_memory_tokens"": 370, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2260, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.628166,29.649384,7.978782,af3a9533-bc9a-4759-858f-7b82b1c6b7e0,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.960667,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_5_round_3,False,1780471408.959595,1780471400.9684236,368,1780471408.959595,2640,local-mas-model,debate,agent_5_round_3,peer_agent,368,unavailable,unavailable,2640,083811319fe299b04e1516116ee17733727ba1507f94e98184e1d5fbb6feabb6,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2633, ""shared_context_tokens"": 2633, ""private_memory_tokens"": 368, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2260, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.641552,29.650380999999996,7.991171,b22355a5-b6ff-4274-b8de-b8ffba1cb3f0,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.96157,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_3_round_3,False,1780471408.989596,1780471400.9669933,370,1780471408.989596,2643,local-mas-model,debate,agent_3_round_3,peer_agent,370,unavailable,unavailable,2643,17e6fc0cb3b5d2cd76dc36a7527d61d3fa2b11cbb55d2d3f5a1f8efbe0b12b7d,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2636, ""shared_context_tokens"": 2636, ""private_memory_tokens"": 370, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2260, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.673445,29.650842,8.022603,317db7c2-7a9a-4543-9049-08ffc09ef1a3,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.9612155,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
agent_6_round_3,False,1780471409.0167463,1780471400.9698644,369,1780471409.0167463,2643,local-mas-model,debate,agent_6_round_3,peer_agent,369,unavailable,unavailable,2643,6026560b73fb6eb9096f07fddc87ef0e4e300056710a78e76e6a08a8deb71807,"{""system_prompt_tokens"": 7, ""task_prompt_tokens"": 2636, ""shared_context_tokens"": 2636, ""private_memory_tokens"": 369, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 2261, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,37.700748,29.653865999999997,8.046882,d73f5d40-03bb-41e5-9329-e776031812d5,peer_agent,"{""max_output_tokens"": 384}","{""agent_1_round_2"": ""9a2926d0a608f756"", ""agent_2_round_2"": ""2f5cbddb47d34751"", ""agent_3_round_2"": ""9074542118ac10a0"", ""agent_4_round_2"": ""ecfa189cabc6bbae"", ""agent_5_round_2"": ""6e52056d6546cbeb"", ""agent_6_round_2"": ""6b87cdebdb7b61af""}",success,1780471400.9630842,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
consensus_reviewer,True,1780471414.8621724,1780471409.040131,370,1780471414.8621724,2224,local-mas-model,debate,consensus_reviewer,reviewer,370,unavailable,unavailable,2224,c36f757d626c66b5d573ebe301d5196b6b6f1a5f0007f3eccb5d6559c35c34b6,"{""system_prompt_tokens"": 8, ""task_prompt_tokens"": 2216, ""shared_context_tokens"": 2216, ""private_memory_tokens"": null, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 0, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,43.541886,37.719845,5.822041,d2fcb631-a000-40d5-b9ca-fe97d089a4b4,reviewer,"{""max_output_tokens"": 384}",{},success,1780471409.0324965,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
finalizer,True,1780471420.492115,1780471414.8723307,365,1780471420.492115,380,local-mas-model,debate,finalizer,finalizer,365,unavailable,unavailable,380,c611349bc5a2a577d3d5a4f6e9166691b967888b749ce0bf1bb908d573e2ab07,"{""system_prompt_tokens"": 10, ""task_prompt_tokens"": 370, ""shared_context_tokens"": 370, ""private_memory_tokens"": null, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 0, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,49.166086,43.546302,5.619784,4f2c96d6-160e-4197-8ad0-110dbb54b2cd,finalizer,"{""max_output_tokens"": 384}",{},success,1780471414.8716402,unavailable,unavailable,debate_allgather_pressure_meso,debate_allgather_pressure_meso_20260603_152251_329250
planner,True,1780471263.9099755,1780471258.3563087,363,1780471263.9099755,70,local-mas-model,independent_multi_branch,planner,planner,363,unavailable,unavailable,70,be1b372818a46c7c731a980e5407aefc1f2253c8a7370c4b7e852b6d1fe6054a,"{""system_prompt_tokens"": 13, ""task_prompt_tokens"": 57, ""shared_context_tokens"": 57, ""private_memory_tokens"": null, ""retrieved_tool_context_tokens"": null, ""peer_message_tokens"": 0, ""review_feedback_tokens"": null, ""final_instruction_tokens"": 0}",unavailable,unavailable,unavailable,5.563833,0.010165999999999897,5.553667,41be7924-208b-4148-8ec5-db11cd140eaa,planner,"{""max_output_tokens"": 384}",{},success,1780471258.3493736,unavailable,unavailable,evidence_collection,evidence_collection_20260603_152058_347660
